area,sub_area,project,status,coordinates,tables,url,developer,area_propsearch,location_type,phase,date_launched
Dubai Marina,Dubai Marina,AKA Marina Hotel & Residences,Planned,"25°5 13.8""N 55°9 0.3""E","{'proximity-to-landmarks': {'Palm Jumeirah': '9 mins drive', 'Al Maktoum International Airport': '32 mins drive', 'La Mer by Meraas': '25 mins drive', 'Mall of the Emirates': '12 mins drive', 'Dubai Mall': '17 mins drive', 'Burj Al Arab': '15 mins drive', 'Ibn Battuta Mall': '10 mins drive', 'The Walk JBR': '10 mins drive', 'Dubai International Airport': '25 mins drive'}, 'key-information': {'Location type': 'Multi-building complex', 'Area': 'Dubai Marina', 'Phase': 'Planned'}, 'companies-associated': {'Developer': 'AKA International'}, 'milestones': {'Date Launched': '2017'}}",https://propsearch.ae/dubai/aka-marina-hotel-residences,AKA International,Dubai Marina,Multi-building complex,Planned,2017
