area,sub_area,project,status,coordinates,tables,url,developer,area_propsearch,building_type,floors,location_type,phase,date_launched
Motor City,Motor City,Vertex Tower,Planned,"25°2 57.5""N 55°14 56.8""E","{'proximity-to-landmarks': {'Palm Jumeirah': '16 mins drive', 'Al Maktoum International Airport': '30 mins drive', 'La Mer by Meraas': '26 mins drive', 'Mall of the Emirates': '16 mins drive', 'Dubai Mall': '19 mins drive', 'Burj Al Arab': '16 mins drive', 'Ibn Battuta Mall': '19 mins drive', 'The Walk JBR': '20 mins drive', 'Dubai International Airport': '24 mins drive'}, 'key-information': {'Location type': 'Residential building', 'Area': 'Motor City', 'Phase': 'Planned', 'Floors': '74', 'Building type': 'Skyscraper'}, 'companies-associated': {'Developer': 'Union Properties'}, 'milestones': {'Date Launched': 'September 2017'}}",https://propsearch.ae/dubai/vertex-tower,Union Properties,Motor City,Skyscraper,74,Residential building,Planned,September 2017
