area,sub_area,project,status,coordinates,url,architectural_consultant,contractor,developer,area_propsearch,building_type,floors,location_type,phase,caption,photo_url
Arjan,Arjan,Untitled Plot 673-1301,Planned,"25°3 58.4""N 55°14 26.2""E",https://propsearch.ae/dubai/untitled-plot-673-1301,Federal Engineering Consultants,Georgia Contracting,ZAS Group,Arjan,Mid-rise building,8,Residential building,Planned,site signboard,https://static.propsearch.ae/dubai-locations/untitled-plot-673-1301-14721_xl.jpg
