tablescraper-selected-row href,lazy src,ps-loc-card-title,ps-loc-card-location,ps-loc-card-status
https://propsearch.ae/dubai/imperial-avenue,https://static.propsearch.ae/dubai-locations/imperial-avenue-28619_sm.jpg,Imperial Avenue,Downtown Dubai,Under development
https://propsearch.ae/dubai/jam-tower,https://static.propsearch.ae/dubai-locations/jam-tower-16806_sm.jpg,JAM Tower,Downtown Dubai,Complete
https://propsearch.ae/dubai/kamoon-1,https://static.propsearch.ae/photos/dubai/buildings/kamoon-1-5069_sm.jpg,Kamoon 1,Kamoon,Complete
https://propsearch.ae/dubai/kamoon-2,https://propsearch.ae/images/awaiting_image_portrait_sm.jpg,Kamoon 2,Kamoon,Complete
https://propsearch.ae/dubai/kamoon-3,https://propsearch.ae/images/awaiting_image_portrait_sm.jpg,Kamoon 3,Kamoon,Complete
https://propsearch.ae/dubai/kamoon-4,https://static.propsearch.ae/photos/dubai/buildings/kamoon-4-5067_sm.jpg,Kamoon 4,Kamoon,Complete
https://propsearch.ae/dubai/line-investments-tower,https://static.propsearch.ae/dubai-locations/line-investments-tower-28650_sm.jpg,Line Investments Tower,Downtown Dubai,Under development (On hold)
https://propsearch.ae/dubai/mada-residences,https://static.propsearch.ae/dubai-locations/mada-residences-19262_sm.jpg,Mada Residences,Downtown Dubai,Complete
https://propsearch.ae/dubai/manzil-downtown-dubai,https://static.propsearch.ae/photos/dubai/buildings/manzil-downtown-dubai-3082_sm.jpg,Manzil Downtown Dubai,Old Town,Complete
https://propsearch.ae/dubai/maram-residence,https://static.propsearch.ae/photos/dubai/buildings/maram-residence-12489_sm.jpg,Maram Residence,Downtown Dubai,Under development (Cancelled)
https://propsearch.ae/dubai/maryland-international-hotel,https://static.propsearch.ae/dubai-locations/maryland-international-hotel-28581_sm.jpg,Maryland International Hotel,Downtown Dubai,Under development (On hold)
https://propsearch.ae/dubai/mashreq-bank-hq,https://static.propsearch.ae/dubai-locations/mashreq-bank-hq-22312_sm.jpg,Mashreq Bank HQ,Downtown Dubai,Complete
https://propsearch.ae/dubai/masjid-shaikha,https://static.propsearch.ae/dubai-locations/masjid-shaikha-28583_sm.jpg,Masjid Shaikha,Downtown Dubai,Under development (On hold)
https://propsearch.ae/dubai/miska-1,https://static.propsearch.ae/photos/dubai/buildings/miska-1-5066_sm.jpg,Miska 1,Miska,Complete
https://propsearch.ae/dubai/miska-2,https://propsearch.ae/images/awaiting_image_portrait_sm.jpg,Miska 2,Miska,Complete
https://propsearch.ae/dubai/miska-3,https://propsearch.ae/images/awaiting_image_portrait_sm.jpg,Miska 3,Miska,Complete
https://propsearch.ae/dubai/miska-4,https://propsearch.ae/images/awaiting_image_portrait_sm.jpg,Miska 4,Miska,Complete
https://propsearch.ae/dubai/miska-5,https://static.propsearch.ae/photos/dubai/buildings/miska-5-5065_sm.jpg,Miska 5,Miska,Complete
https://propsearch.ae/dubai/mon-reve-by-credo,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Mon Reve by Credo,Downtown Dubai,Complete
https://propsearch.ae/dubai/movenpick-hotel-apartments-downtown-dubai,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Mövenpick Hotel Apartments Downtown Dubai,Downtown Dubai,Complete
https://propsearch.ae/dubai/novotel-downtown-dubai,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Novotel Downtown Dubai,Downtown Dubai,Under development (On hold)
https://propsearch.ae/dubai/opera-grand,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Opera Grand,The Opera District,Under development
https://propsearch.ae/dubai/palace-downtown,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Palace Downtown,Old Town,Complete
