area,sub_area,project,status,coordinates,url,architectural_consultant,contractor,developer,area_propsearch,building_type,floors,location_type,phase,status,caption,photo_url
Arjan,Arjan,Untitled Plot 6731103,Under development (Cancelled),"25°4 3.2""N 55°14 52.3""E",https://propsearch.ae/dubai/untitled-plot-6731103,e-Home Engineering Constultancy,Mazcot General Contracting LLC,AR RL 021 Limited,Arjan,Mid-rise building,5,Residential building,Under development,Cancelled,site signboard,https://static.propsearch.ae/dubai-locations/untitled-plot-6731103-14579_xl.jpg
