area,sub_area,project,status,coordinates,tables,url,area_propsearch,building_type,floors,location_type,phase,status
Motor City,Motor City,The Vertex,Under development (Cancelled),"25°2 58.1""N 55°14 56.1""E","{'proximity-to-landmarks': {'Palm Jumeirah': '17 mins drive', 'Al Maktoum International Airport': '30 mins drive', 'La Mer by Meraas': '28 mins drive', 'Mall of the Emirates': '16 mins drive', 'Dubai Mall': '20 mins drive', 'Burj Al Arab': '16 mins drive', 'Ibn Battuta Mall': '19 mins drive', 'The Walk JBR': '20 mins drive', 'Dubai International Airport': '24 mins drive'}, 'key-information': {'Location type': 'Residential building', 'Area': 'Motor City', 'Phase': 'Under development', 'Status': 'Cancelled', 'Floors': '85', 'Building type': 'Supertall skyscraper'}}",https://propsearch.ae/dubai/the-vertex,Motor City,Supertall skyscraper,85,Residential building,Under development,Cancelled
