area,sub_area,project,status,coordinates,tables,url,developer,area_propsearch,location_type,phase
Dubai Creek Harbour,Dubai Creek Harbour,Dubai Twin Towers,Envisioned,"25°11 59.9""N 55°21 25.9""E","{'proximity-to-landmarks': {'Palm Jumeirah': '27 mins drive', 'Al Maktoum International Airport': '46 mins drive', 'La Mer by Meraas': '23 mins drive', 'Mall of the Emirates': '22 mins drive', 'Dubai Mall': '15 mins drive', 'Burj Al Arab': '26 mins drive', 'Ibn Battuta Mall': '31 mins drive', 'The Walk JBR': '31 mins drive', 'Dubai International Airport': '19 mins drive'}, 'key-information': {'Location type': 'Multi-building complex', 'Area': 'Dubai Creek Harbour', 'Phase': 'Envisioned'}, 'companies-associated': {'Developer': 'Emaar Properties'}}",https://propsearch.ae/dubai/dubai-twin-towers,Emaar Properties,Dubai Creek Harbour,Multi-building complex,Envisioned
