area,sub_area,project,status,coordinates,tables,url,developer,area_propsearch,location_type,phase
Sports City,Sports City,The Gateway at Sports City,Envisioned,"25°2 42.3""N 55°13 1""E","{'proximity-to-landmarks': {'Palm Jumeirah': '14 mins drive', 'Al Maktoum International Airport': '28 mins drive', 'La Mer by Meraas': '27 mins drive', 'Mall of the Emirates': '15 mins drive', 'Dubai Mall': '20 mins drive', 'Burj Al Arab': '18 mins drive', 'Ibn Battuta Mall': '17 mins drive', 'The Walk JBR': '18 mins drive', 'Dubai International Airport': '25 mins drive'}, 'key-information': {'Location type': 'Multi-building complex', 'Area': 'Sports City', 'Phase': 'Envisioned'}, 'companies-associated': {'Developer': 'Dubai Sports City'}}",https://propsearch.ae/dubai/the-gateway-at-sports-city,Dubai Sports City,Sports City,Multi-building complex,Envisioned
