area,sub_area,project,status,coordinates,tables,url,architectural_consultant,developer,area_propsearch,building_type,floors,location_type,phase,date_launched
Downtown,Downtown Dubai,ENOC Commercial Tower,Envisioned,"25°11 59.6""N 55°16 12.7""E","{'proximity-to-landmarks': {'Palm Jumeirah': '18 mins drive', 'Al Maktoum International Airport': '44 mins drive', 'La Mer by Meraas': '16 mins drive', 'Mall of the Emirates': '14 mins drive', 'Dubai Mall': '8 mins drive', 'Burj Al Arab': '17 mins drive', 'Ibn Battuta Mall': '22 mins drive', 'The Walk JBR': '22 mins drive', 'Dubai International Airport': '16 mins drive'}, 'key-information': {'Location type': 'Office building', 'Area': 'Downtown Dubai', 'Phase': 'Envisioned', 'Floors': '34', 'Building type': 'Skyscraper'}, 'companies-associated': {'Developer': 'Emirates National Oil Company', 'Architectural Consultant': 'Dewan Architects & Engineers'}, 'milestones': {'Date Launched': '2018'}}",https://propsearch.ae/dubai/enoc-commercial-tower,Dewan Architects & Engineers,Emirates National Oil Company,Downtown Dubai,Skyscraper,34,Office building,Envisioned,2018
