area,sub_area,project,status,coordinates,url,architectural_consultant,contractor,developer,mep_consultant,area_propsearch,building_type,floors,floors_below_ground,location_type,phase,caption,photo_url
Arjan,Arjan,Green Diamond Two,Envisioned,"25°3 50.1""N 55°13 48""E",https://propsearch.ae/dubai/green-diamond-two,Datum Engineering Consultants,Jeet Building Contracting LLC,Diamond Developers,Royal Ritz MEP LLC,Arjan,Mid-rise building,8,1,Residential building,Envisioned,update September 2020,https://static.propsearch.ae/dubai-locations/green-diamond-two-24329_xl.jpg
