area,sub_area,project,status,coordinates,tables,url,architectural_consultant,developer,area_propsearch,building_type,floors,location_type,phase
Jumeirah Village Circle,Jumeirah Village Circle,Emirates Islamic Bank JV Residence,Envisioned,,"{'key-information': {'Location type': 'Residential building', 'Area': 'Jumeirah Village Circle', 'Phase': 'Envisioned', 'Floors': '5', 'Building type': 'Mid-rise building'}, 'companies-associated': {'Developer': 'Emirates Islamic Bank', 'Architectural Consultant': 'VX Architects'}}",https://propsearch.ae/dubai/emirates-islamic-bank-jv-residence,VX Architects,Emirates Islamic Bank,Jumeirah Village Circle,Mid-rise building,5,Residential building,Envisioned
