area,sub_area,project,status,coordinates,tables,url,architectural_consultant,developer,engineering_consultant,area_propsearch,floors,height,location_type,phase,status,construction_started,date_launched,estimated_handover_date
Dubai Creek Harbour,Dubai Creek Harbour,Dubai Creek Tower,Under development (On hold),"25°11 51.4""N 55°21 18.5""E","{'proximity-to-landmarks': {'Palm Jumeirah': '27 mins drive', 'Al Maktoum International Airport': '46 mins drive', 'La Mer by Meraas': '24 mins drive', 'Mall of the Emirates': '23 mins drive', 'Dubai Mall': '16 mins drive', 'Burj Al Arab': '26 mins drive', 'Ibn Battuta Mall': '31 mins drive', 'The Walk JBR': '31 mins drive', 'Dubai International Airport': '19 mins drive'}, 'key-information': {'Location type': 'Hotel', 'Area': 'Dubai Creek Harbour', 'Phase': 'Under development', 'Status': 'On hold', 'Floors': '210', 'Height': '928 metres (3,045 feet)'}, 'companies-associated': {'Developer': 'Dubai Holding', 'Architectural Consultant': 'Santiago Calatrava', 'Engineering Consultant': 'Aurecon'}, 'milestones': {'Date Launched': 'February 2016', 'Estimated Handover Date': 'H2 2020', 'Construction Started': 'October 2016'}}",https://propsearch.ae/dubai/dubai-creek-tower,Santiago Calatrava,Dubai Holding,Aurecon,Dubai Creek Harbour,210,"928 metres (3,045 feet)",Hotel,Under development,On hold,October 2016,February 2016,H2 2020
